Op Batch No,Actual Product,Order Tdc,Segment,Prop Ip Wt,O/P Wt,Total Length,Area,Zinc,Process Duration(in min),CRFH thickness(mm),GP thickness(mm),Total Zn/AlZn Coating,Op Width,Speed(mpm),Productivity(TPH)
2440PG1000,GI,ZEX110,export,9.795,10.12,980.0,1470.0,0.422,4.0,0.001,0.0412,287.0,1500,245.0,151.8
2440PG2000,GI,ZEX110,export,9.775,10.1,980.0,1470.0,0.422,6.0,0.001,0.0412,287.0,1500,163.333,101.0
2440PG3000,GI,ZEX110,export,9.03,9.33,900.0,1350.0,0.387,12.0,0.001,0.0412,287.0,1500,75.0,46.65
2440PM1000,GI,ZEX110,export,9.761,10.1,980.0,1470.0,0.422,4.0,0.001,0.0412,287.0,1500,245.0,151.5
2440PM2000,GI,ZEX110,export,9.77,10.11,980.0,1470.0,0.422,6.0,0.001,0.0412,287.0,1500,163.333,101.1
2440PM3000,GI,ZEX110,export,8.949,9.26,900.0,1350.0,0.387,12.0,0.001,0.0412,287.0,1500,75.0,46.3
2440PN1000,GI,ZEX110,export,9.637,10.078,1300.0,1950.0,0.56,10.0,0.001,0.0412,287.0,1500,130.0,60.468
2440PN2000,GI,ZEX110,export,9.639,10.08,1300.0,1950.0,0.56,11.0,0.001,0.0412,287.0,1500,118.182,54.982
2440PN3000,GI,ZEX110,export,9.304,9.73,1200.0,1800.0,0.517,11.0,0.001,0.0412,287.0,1500,109.091,53.073
2440PR0000,GI,ZEX110,export,21.88,22.319,3189.4,3986.75,0.578,30.0,0.001,0.0213,145.084,1250,106.313,44.638
2440PT1000,GI,ZEX110,export,9.861,10.154,849.9,1274.85,0.361,7.0,0.001,0.0406,282.88,1500,121.414,87.034
2440PT2000,GI,ZEX110,export,9.856,10.149,850.3,1275.45,0.361,7.0,0.001,0.0406,282.893,1500,121.471,86.991
2440PT3000,GI,ZEX110,export,8.742,9.002,755.1,1132.65,0.325,6.0,0.001,0.0412,286.997,1500,125.85,90.02
2440PU1000,GI,ZEX110,export,9.844,9.91,430.0,645.0,0.185,9.0,0.002,0.0422,287.0,1500,47.778,66.067
2440PU2000,GI,ZEX110,export,9.824,9.89,448.554,672.83,0.193,8.0,0.002,0.0422,287.0,1500,56.069,74.175
2440PU3000,GI,ZEX110,export,8.592,8.65,392.315,588.47,0.169,10.0,0.002,0.0422,287.0,1500,39.232,51.9
2440PX1000,GI,ZEX110,export,9.796,10.272,1325.6,1988.4,0.555,10.0,0.001,0.0401,279.151,1500,132.56,61.632
2440PX2000,GI,ZEX110,export,9.788,10.263,1326.1,1989.15,0.553,10.0,0.001,0.0399,277.861,1500,132.61,61.578
2440PX3000,GI,ZEX110,export,9.156,9.601,1239.1,1858.65,0.515,10.0,0.001,0.0398,277.094,1500,123.91,57.606
2440PZ1000,GI,ZEX110,export,9.767,9.799,580.5,870.75,0.129,6.0,0.001,0.0217,147.692,1500,96.75,97.99
2440PZ2000,GI,ZEX110,export,9.763,9.795,580.7,871.05,0.129,8.0,0.001,0.0218,148.566,1500,72.588,73.462
2440PZ3000,GI,ZEX110,export,8.359,8.386,496.7,745.05,0.11,6.0,0.001,0.0218,148.25,1500,82.783,83.86
2440QF1000,GI,ZEX110,export,9.925,9.926,584.2,876.3,0.157,6.0,0.001,0.0261,179.562,1500,97.367,99.26
2440QF2000,GI,ZEX110,export,9.893,9.894,584.7,877.05,0.127,8.0,0.001,0.0212,144.336,1500,73.088,74.205
2440QF3000,GI,ZEX110,export,7.942,7.943,469.8,704.7,0.104,6.0,0.001,0.0217,147.489,1500,78.3,79.43
2440QG1000,GI,ZEX110,export,9.703,9.87,589.507,884.26,0.254,9.0,0.001,0.0412,287.0,1500,65.501,65.8
2440QG2000,GI,ZEX110,export,9.693,9.86,565.0,847.5,0.243,8.0,0.001,0.0412,287.0,1500,70.625,73.95
2440QG3000,GI,ZEX110,export,9.024,9.18,530.0,795.0,0.228,10.0,0.001,0.0412,287.0,1500,53.0,55.08
2440QH0000,GI,ZEX110,export,22.24,22.699,3244.2,4055.25,0.578,31.0,0.001,0.0209,142.435,1250,104.652,43.934
2440QK0000,GI,ZTU110,P&T,22.38,22.408,1899.975,2374.97,0.19,20.0,0.001,0.0122,80.0,1250,94.999,67.224
2440QN1000,GI,ZEX110,export,9.79,10.263,1325.8,1988.7,0.555,10.0,0.001,0.0401,279.28,1500,132.58,61.578
2440QN2000,GI,ZEX110,export,9.787,10.26,1327.0,1990.5,0.559,10.0,0.001,0.0403,280.835,1500,132.7,61.56
2440QN3000,GI,ZEX110,export,8.914,9.345,1210.6,1815.9,0.508,9.0,0.001,0.0402,279.673,1500,134.511,62.3
