Op Batch No,Actual Product,Order Tdc,Segment,Prop Ip Wt,O/P Wt,Total Length,Area,Zinc,Process Duration(in min),CRFH thickness(mm),GP thickness(mm),Total Zn/AlZn Coating,Op Width,Speed(mpm),Productivity(TPH)
24B1HCZ000,GI,ZGN110,Retail,13.6,13.64,1970.0,2462.5,0.217,21.0,0.001,0.0133,88.0,1250,93.81,38.971
24B1HG0000,GI,ZST925,Retail,24.67,24.69,1314.1,1846.31,0.222,24.0,0.002,0.0189,120.397,1405,54.754,61.725
24B1HK0000,GL,AFH955,Other,22.58,22.88,2497.3,3121.62,0.478,24.0,0.001,0.0418,152.992,1250,104.054,57.2
24B1HY0000,GI,ZTU110,P&T,22.1,22.155,1638.4,2048.0,0.168,22.0,0.001,0.0125,82.142,1250,74.473,60.423
24B1JB0000,GL,AFH955,Other,22.55,22.585,1472.9,1855.85,0.285,16.0,0.002,0.0429,153.341,1260,92.056,84.694
24B1JH1000,GL,AFH955,Other,10.619,10.7,994.642,1133.89,0.179,10.0,0.001,0.0431,158.0,1140,99.464,64.2
24B1JH2000,GL,AFH955,Other,8.391,8.455,785.953,895.99,0.142,10.0,0.001,0.0431,158.0,1140,78.595,50.73
24B1LZ0000,GI,ZTU110,P&T,22.13,22.155,1638.6,2048.25,0.173,26.0,0.001,0.0129,84.679,1250,63.023,51.127
24B1MC1000,GI,ZPL925,Panel,10.338,10.475,1345.156,1667.99,0.214,16.0,0.001,0.0189,128.0,1240,84.072,39.281
24B1MC2000,GI,ZPL925,Panel,9.223,10.346,1353.503,1678.34,0.215,13.0,0.001,0.0189,128.0,1240,104.116,47.751
24B1MD1000,GI,ZGN110,Retail,12.068,11.96,615.1,768.88,0.07,8.0,0.002,0.0147,90.754,1250,76.888,89.7
24B1MD2000,GI,ZGN110,Retail,10.252,10.16,522.2,652.75,0.058,9.0,0.002,0.0144,88.251,1250,58.022,67.733
24B1MJ0000,GL,AFH955,Other,22.24,22.455,2447.8,3059.75,0.459,23.0,0.001,0.041,150.158,1250,106.426,58.578
24B1MX0000,GL,AFH955,Other,22.47,22.68,2474.0,3092.5,0.463,24.0,0.001,0.0409,149.569,1250,103.083,56.7
24B1MZ1000,GI,ZGN110,Retail,10.836,10.92,1422.957,1736.01,0.153,16.0,0.001,0.0133,88.0,1220,88.935,40.95
24B1MZ2000,GI,ZGN110,Retail,10.534,10.615,1383.213,1687.52,0.149,16.0,0.001,0.0133,88.0,1220,86.451,39.806
24B1NY1000,GI,ZAP130,Appliance,11.911,11.9,827.018,1008.96,0.129,10.0,0.002,0.0199,128.0,1220,82.702,71.4
24B1NY2000,GI,ZAP130,Appliance,9.809,9.8,650.0,793.0,0.102,10.0,0.002,0.0199,128.0,1220,65.0,58.8
24B1PA1000,GI,ZPL925,Panel,14.596,14.805,1817.5,2399.1,0.304,18.0,0.001,0.0188,126.784,1320,100.972,49.35
24B1PA2000,GI,ZPL925,Panel,12.294,12.47,1533.1,2023.69,0.27,14.0,0.001,0.0197,133.463,1320,109.507,53.443
24B1PK0000,GL,AFH955,Other,22.49,22.725,2450.0,3062.5,0.484,31.0,0.001,0.0431,158.0,1250,79.032,43.984
24B1PM1000,GI,ZAP130,Appliance,11.231,11.145,975.0,1189.5,0.137,10.0,0.001,0.0172,115.347,1220,97.5,66.87
24B1PM2000,GI,ZAP130,Appliance,10.279,10.2,892.5,1088.85,0.138,11.0,0.001,0.0188,127.086,1220,81.136,55.636
24B1PP0000,GI,ZTU110,P&T,21.57,21.5,1591.3,1989.12,0.161,31.0,0.001,0.0123,80.992,1250,51.332,41.613
24B1PR1000,GI,ZPL925,Panel,8.772,8.775,880.9,1118.74,0.107,10.0,0.001,0.0144,95.682,1270,88.09,52.65
24B1PR2000,GI,ZPL925,Panel,8.767,8.77,882.5,1120.78,0.103,12.0,0.001,0.0138,91.701,1270,73.542,43.85
24B1PR3000,GI,ZPL925,Panel,8.542,8.545,859.9,1092.07,0.101,11.0,0.001,0.0139,92.46,1270,78.173,46.609
24B1PS1000,GI,ZPL925,Panel,13.738,13.715,915.6,1162.81,0.108,14.0,0.002,0.015,93.17,1270,65.4,58.779
24B1PS2000,GI,ZPL925,Panel,12.932,12.91,862.7,1095.63,0.102,13.0,0.002,0.0151,93.506,1270,66.362,59.585
24B1PU0000,GI,ZTU110,P&T,22.0,21.955,1274.9,1593.62,0.144,22.0,0.002,0.0147,90.624,1250,57.95,59.877
24B1PV0000,GI,ZTU110,P&T,20.55,20.475,1512.3,1890.38,0.153,29.0,0.001,0.0124,81.086,1250,52.148,42.362
24B1PX1000,GI,ZPL110,Panel,11.826,11.75,589.7,748.92,0.091,10.0,0.002,0.0191,121.832,1270,58.97,70.5
24B1PX2000,GI,ZPL110,Panel,10.724,10.655,535.3,679.83,0.084,8.0,0.002,0.0194,123.987,1270,66.912,79.912
24B1QC1000,GI,ZAP130,Appliance,9.838,9.89,900.0,1017.0,0.13,12.0,0.001,0.0189,128.0,1130,75.0,49.45
24B1QC2000,GI,ZAP130,Appliance,9.962,10.015,939.19,1061.28,0.136,12.0,0.001,0.0189,128.0,1130,78.266,50.075
24B1QDZ000,GI,ZGN110,Retail,11.668,11.7,1205.0,1506.25,0.13,13.0,0.001,0.013,86.009,1250,92.692,54.0
24B1QF1000,GI,ZGN110,Retail,11.456,11.495,1185.5,1481.88,0.128,21.0,0.001,0.0131,86.698,1250,56.452,32.843
24B1QF2000,GI,ZGN110,Retail,10.664,10.7,1105.2,1381.5,0.113,18.0,0.001,0.0125,81.83,1250,61.4,35.667
24B1QK0000,GI,ZEX110,export,21.86,22.235,1773.8,2217.25,0.514,21.0,0.001,0.0335,231.975,1250,84.467,63.529
24B1QL0000,GI,ZTU110,P&T,22.2,22.05,1281.1,1601.38,0.137,23.0,0.002,0.014,85.441,1250,55.7,57.522
24B1QUZ000,GI,ZGN110,Retail,10.91,11.085,945.0,1152.9,0.175,15.0,0.001,0.0223,152.0,1220,63.0,44.34
24B1QX0000,GI,ZTU110,P&T,20.71,20.675,1201.1,1501.38,0.167,18.0,0.002,0.0176,111.029,1250,66.728,68.917
24B1RA0000,GL,AFH955,Other,22.29,22.585,2464.1,3080.12,0.472,24.0,0.001,0.0418,153.178,1250,102.671,56.462
24B1RJ1000,GI,ZPL925,Panel,8.737,8.42,848.3,1077.34,0.099,9.0,0.001,0.0139,92.16,1270,94.256,56.133
24B1RJ2000,GI,ZPL925,Panel,8.737,8.42,849.0,1078.23,0.098,10.0,0.001,0.0138,91.061,1270,84.9,50.52
24B1RJ3000,GI,ZPL925,Panel,9.246,8.91,898.0,1140.46,0.104,11.0,0.001,0.0138,91.6,1270,81.636,48.6
24B1RN1000,GI,ZPL110,Panel,11.87,11.96,1193.0,1515.11,0.182,12.0,0.001,0.0179,120.392,1270,99.417,59.8
24B1RN2000,GI,ZPL110,Panel,10.63,10.71,1069.0,1357.63,0.163,12.0,0.001,0.0178,119.837,1270,89.083,53.55
24B1RQ1000,GI,ZPL130,Panel,11.647,11.82,1550.1,1968.63,0.238,18.0,0.001,0.018,121.14,1270,86.117,39.4
24B1RQ2000,GI,ZPL130,Panel,10.603,10.76,1412.0,1793.24,0.258,17.0,0.001,0.0212,144.0,1270,83.059,37.976
24B1RS1000,GI,ZPL110,Panel,11.892,11.96,1195.3,1518.03,0.184,13.0,0.001,0.018,121.359,1270,91.946,55.2
24B1RS2000,GI,ZPL110,Panel,10.728,10.79,1079.0,1370.33,0.166,12.0,0.001,0.018,121.171,1270,89.917,53.95
24B1RT1000,GI,ZPL110,Panel,11.892,11.955,1196.9,1520.06,0.182,13.0,0.001,0.0178,119.8,1270,92.069,55.177
24B1RT2000,GI,ZPL110,Panel,10.738,10.795,1080.1,1371.73,0.164,12.0,0.001,0.0178,119.8,1270,90.008,53.975
24B1RU0000,GI,ZTU110,P&T,21.92,21.89,1618.0,2022.5,0.171,26.0,0.001,0.0128,84.462,1250,62.231,50.515
24B1RV1000,GI,ZPL110,Panel,11.829,11.945,1231.7,1564.26,0.194,13.0,0.001,0.0184,124.013,1270,94.746,55.131
24B1RV2000,GI,ZPL110,Panel,10.681,10.785,1111.5,1411.6,0.172,12.0,0.001,0.0181,121.752,1270,92.625,53.925
24B1RW1000,GL,AFH955,Other,10.613,10.705,1042.8,1188.79,0.177,8.0,0.001,0.0406,148.685,1140,130.35,80.288
24B1RW2000,GL,AFH955,Other,8.937,9.015,877.7,1000.58,0.15,8.0,0.001,0.0409,149.714,1140,109.712,67.613
24B1RX1000,GI,ZPL110,Panel,11.393,11.89,1492.1,1894.97,0.564,16.0,0.001,0.0427,297.842,1270,93.256,44.588
24B1RX2000,GI,ZPL110,Panel,11.207,11.695,1472.5,1870.08,0.539,14.0,0.001,0.0414,288.3,1270,105.179,50.121
24B1RZ1000,GI,ZPL110,Panel,11.438,11.905,1485.2,1886.2,0.529,13.0,0.001,0.0403,280.676,1270,114.246,54.946
24B1RZ2000,GI,ZPL110,Panel,11.232,11.69,1460.6,1854.96,0.52,14.0,0.001,0.0402,280.184,1270,104.329,50.1
24B1SA1000,GI,ZAP130,Appliance,10.052,10.09,953.1,1077.0,0.132,12.0,0.001,0.0182,122.776,1130,79.425,50.45
24B1SA2000,GI,ZAP130,Appliance,9.948,9.985,945.2,1068.08,0.138,10.0,0.001,0.0191,129.316,1130,94.52,59.91
24B1SB1000,GI,ZGN110,Retail,11.14,11.05,1124.316,1405.4,0.124,20.0,0.001,0.0133,88.0,1250,56.216,33.15
24B1SC1000,GI,ZPL110,Panel,11.876,11.96,1230.6,1562.86,0.192,14.0,0.001,0.0182,123.027,1270,87.9,51.257
24B1SC2000,GI,ZPL110,Panel,10.714,10.79,1113.1,1413.64,0.174,13.0,0.001,0.0183,123.245,1270,85.623,49.8
24B1SF1000,GI,ZPL110,Panel,11.656,11.94,1100.0,1397.0,0.401,22.0,0.001,0.0412,287.0,1270,50.0,32.564
24B1SF2000,GI,ZPL110,Panel,10.914,11.18,1119.657,1421.96,0.408,12.0,0.001,0.0412,287.0,1270,93.305,55.9
24B1SK1000,GI,ZPL110,Panel,11.461,11.935,1485.3,1886.33,0.534,13.0,0.001,0.0406,282.948,1270,114.254,55.085
24B1SK2000,GI,ZPL110,Panel,11.169,11.63,1446.7,1837.31,0.52,14.0,0.001,0.0406,282.835,1270,103.336,49.843
24B1SL1000,GI,ZPL110,Panel,11.849,11.95,1203.0,1527.81,0.196,15.0,0.001,0.0189,128.0,1270,80.2,47.8
24B1SL2000,GI,ZPL110,Panel,10.551,10.64,1068.0,1356.36,0.174,14.0,0.001,0.0189,128.0,1270,76.286,45.6
24B1SM1000,GI,ZPL110,Panel,11.801,11.94,1491.0,1893.57,0.227,16.0,0.001,0.0178,119.997,1270,93.188,44.775
24B1SM2000,GI,ZPL110,Panel,10.739,10.865,1354.7,1720.47,0.206,15.0,0.001,0.0177,119.488,1270,90.313,43.46
24B1SQ1000,GI,ZPL110,Panel,11.862,11.97,1190.7,1512.19,0.182,13.0,0.001,0.0179,120.333,1270,91.592,55.246
24B1SQ2000,GI,ZPL110,Panel,10.688,10.785,1073.4,1363.22,0.165,12.0,0.001,0.0179,120.977,1270,89.45,53.925
24B1SR1000,GI,ZPL110,Panel,11.944,12.0,960.0,1219.2,0.156,8.0,0.001,0.0189,128.0,1270,120.0,90.0
24B1SR2000,GI,ZPL110,Panel,10.566,10.615,885.894,1125.09,0.144,17.0,0.001,0.0189,128.0,1270,52.111,37.465
24B1SW1000,GI,ZPL110,Panel,12.003,12.0,798.3,1013.84,0.125,11.0,0.002,0.0193,123.353,1270,72.573,65.455
24B1SW2000,GI,ZPL110,Panel,10.577,10.575,704.7,894.97,0.112,10.0,0.002,0.0196,125.542,1270,70.47,63.45
24B1SX1000,GI,ZPL110,Panel,12.264,10.635,1098.017,1394.48,0.178,10.0,0.001,0.0189,128.0,1270,109.802,63.81
24B1SX2000,GI,ZPL110,Panel,10.506,9.11,940.567,1194.52,0.153,9.0,0.001,0.0189,128.0,1270,104.507,60.733
24B1TB1000,GI,ZPL110,Panel,11.881,11.965,1194.3,1516.76,0.184,13.0,0.001,0.018,121.303,1270,91.869,55.223
24B1TB2000,GI,ZPL110,Panel,10.709,10.785,1077.2,1368.04,0.166,12.0,0.001,0.018,121.604,1270,89.767,53.925
24B1TC1000,GI,ZPL110,Panel,11.899,11.965,1195.2,1517.9,0.183,13.0,0.001,0.0179,120.403,1270,91.938,55.223
24B1TC2000,GI,ZPL110,Panel,10.511,10.57,1055.9,1340.99,0.16,12.0,0.001,0.0178,119.633,1270,87.992,52.85
24B1TD1000,GI,ZPL110,Panel,11.863,11.96,1194.2,1516.63,0.182,13.0,0.001,0.0178,120.004,1270,91.862,55.2
24B1TD2000,GI,ZPL110,Panel,10.667,10.755,1074.7,1364.87,0.164,12.0,0.001,0.0178,120.14,1270,89.558,53.775
24B1TF1000,GI,ZPL110,Panel,11.886,11.975,1169.0,1484.63,0.181,13.0,0.001,0.0181,122.0,1270,89.923,55.269
24B1TF2000,GI,ZPL110,Panel,10.774,10.855,1057.0,1342.39,0.164,13.0,0.001,0.0181,122.0,1270,81.308,50.1
24B1TG1000,GI,ZPL110,Panel,11.95,11.995,994.5,1263.02,0.156,11.0,0.001,0.0183,123.433,1270,90.409,65.427
24B1TG2000,GI,ZPL110,Panel,9.3,9.335,775.8,985.27,0.121,10.0,0.001,0.0182,122.84,1270,77.58,56.01
24B1TH1000,GI,ZPL110,Panel,11.858,11.95,1195.1,1517.78,0.183,13.0,0.001,0.0179,120.337,1270,91.931,55.154
24B1TH2000,GI,ZPL110,Panel,10.702,10.785,1079.4,1370.84,0.166,12.0,0.001,0.018,121.097,1270,89.95,53.925
24B1TJ1000,GI,ZAP130,Appliance,10.234,10.375,1300.0,1625.0,0.208,15.0,0.001,0.0189,128.0,1250,86.667,41.5
24B1TJ2000,GI,ZAP130,Appliance,9.776,9.91,1260.404,1575.5,0.202,14.0,0.001,0.0189,128.0,1250,90.029,42.471
24B1TK1000,GI,ZPL110,Panel,11.871,11.955,1229.9,1561.97,0.191,13.0,0.001,0.0181,122.102,1270,94.608,55.177
24B1TK2000,GI,ZPL110,Panel,10.739,10.815,1113.8,1414.53,0.171,12.0,0.001,0.0179,120.756,1270,92.817,54.075
24B1TN1000,GI,ZPL110,Panel,11.868,11.95,1203.0,1527.81,0.196,14.0,0.001,0.0189,128.0,1270,85.929,51.214
24B1TN2000,GI,ZPL110,Panel,10.702,10.775,1082.0,1374.14,0.176,13.0,0.001,0.0189,128.0,1270,83.231,49.731
24B1TP1000,GI,ZPL110,Panel,11.85,11.96,1204.0,1529.08,0.196,14.0,0.001,0.0189,128.0,1270,86.0,51.257
24B1TP2000,GI,ZPL110,Panel,10.75,10.85,1090.0,1384.3,0.177,13.0,0.001,0.0189,128.0,1270,83.846,50.077
24B1TR0000,GI,ZTU110,P&T,21.6,21.48,1246.6,1558.25,0.134,21.0,0.002,0.014,85.961,1250,59.362,61.371
24B1TS1000,GI,ZPL110,Panel,11.726,11.695,781.2,992.12,0.122,11.0,0.002,0.0192,123.16,1270,71.018,63.791
24B1TS2000,GI,ZPL110,Panel,10.884,10.855,725.1,920.88,0.113,11.0,0.002,0.0192,122.978,1270,65.918,59.209
24B1TT1000,GI,ZPL110,Panel,11.567,11.935,1191.9,1513.71,0.434,10.0,0.001,0.0412,286.813,1270,119.19,71.61
24B1TT2000,GI,ZPL110,Panel,10.603,10.94,1095.2,1390.9,0.398,10.0,0.001,0.0411,286.193,1270,109.52,65.64
24B1TV1000,GI,ZPL110,Panel,11.58,11.92,1193.6,1515.87,0.435,11.0,0.001,0.0412,287.126,1270,108.509,65.018
24B1TV2000,GI,ZPL110,Panel,11.07,11.395,1142.8,1451.36,0.412,11.0,0.001,0.0408,284.124,1270,103.891,62.155
24B1TW1000,GI,ZPL110,Panel,11.853,11.95,1198.6,1522.22,0.181,13.0,0.001,0.0177,119.201,1270,92.2,55.154
24B1TW2000,GI,ZPL110,Panel,10.717,10.805,1082.8,1375.16,0.165,12.0,0.001,0.0178,120.028,1270,90.233,54.025
24B1TY1000,GI,ZPL110,Panel,11.786,11.95,1480.0,1879.6,0.241,14.0,0.001,0.0189,128.0,1270,105.714,51.214
24B1TY2000,GI,ZPL110,Panel,10.804,10.955,1300.0,1651.0,0.211,14.0,0.001,0.0189,128.0,1270,92.857,46.95
24B1TZ1000,GI,ZPL110,Panel,11.882,11.96,1192.8,1514.86,0.181,12.0,0.001,0.0177,119.486,1270,99.4,59.8
24B1TZ2000,GI,ZPL110,Panel,10.918,10.99,1097.7,1394.08,0.167,12.0,0.001,0.0177,119.548,1270,91.475,54.95
24B1UC1000,GI,ZPL110,Panel,11.586,11.925,1192.7,1514.73,0.428,13.0,0.001,0.0406,282.462,1270,91.746,55.038
24B1UC2000,GI,ZPL110,Panel,11.174,11.5,1149.7,1460.12,0.422,13.0,0.001,0.0415,289.117,1270,88.438,53.077
24B1UD1000,GI,ZPL110,Panel,11.705,11.7,750.0,952.5,0.122,14.0,0.002,0.0199,128.0,1270,53.571,50.143
24B1UD2000,GI,ZPL110,Panel,10.725,10.72,715.726,908.97,0.116,11.0,0.002,0.0199,128.0,1270,65.066,58.473
24B1UF1000,GI,ZPL110,Panel,12.011,11.995,1001.065,1271.35,0.163,12.0,0.001,0.0189,128.0,1270,83.422,59.975
24B1UF2000,GI,ZPL110,Panel,10.669,10.655,850.0,1079.5,0.138,18.0,0.001,0.0189,128.0,1270,47.222,35.517
24B1UM1000,GI,ZPL925,Panel,13.923,13.9,931.2,1182.62,0.108,14.0,0.001,0.0138,91.732,1270,66.514,59.571
24B1UM2000,GI,ZPL925,Panel,13.107,13.085,876.8,1113.54,0.104,15.0,0.001,0.014,92.976,1270,58.453,52.34
24B1UT1000,GI,ZPL110,Panel,11.677,12.185,1530.2,1943.35,0.552,19.0,0.001,0.0408,284.038,1270,80.537,38.479
24B1UT2000,GI,ZPL110,Panel,11.073,11.555,1461.4,1855.98,0.546,17.0,0.001,0.0422,294.401,1270,85.965,40.782
24B1UV1000,GI,ZPL110,Panel,11.773,11.88,1222.2,1552.19,0.17,10.0,0.001,0.0164,109.842,1270,122.22,71.28
24B1UV2000,GI,ZPL110,Panel,10.807,10.905,1121.6,1424.43,0.171,10.0,0.001,0.0178,119.763,1270,112.16,65.43
24B1UY1000,GI,ZPL110,Panel,11.578,11.655,1175.3,1492.63,0.18,13.0,0.001,0.0179,120.695,1270,90.408,53.792
24B1UY2000,GI,ZPL110,Panel,10.852,10.925,1102.7,1400.43,0.169,13.0,0.001,0.0179,120.575,1270,84.823,50.423
24B1VB1000,GI,ZPL110,Panel,11.745,11.855,1224.4,1554.99,0.195,12.0,0.001,0.0185,125.287,1270,102.033,59.275
24B1VB2000,GI,ZPL110,Panel,10.725,10.825,1116.2,1417.57,0.18,11.0,0.001,0.0188,127.022,1270,101.473,59.045
24B1VF1000,GI,ZPL110,Panel,11.694,11.855,1478.1,1877.19,0.229,13.0,0.001,0.0181,122.199,1270,113.7,54.715
24B1VF2000,GI,ZPL110,Panel,10.856,11.005,1367.9,1737.23,0.227,14.0,0.001,0.0193,130.444,1270,97.707,47.164
24B1VG1000,GI,ZPL110,Panel,11.971,11.9,790.0,1003.3,0.128,12.0,0.002,0.0199,128.0,1270,65.833,59.5
24B1VG2000,GI,ZPL110,Panel,10.869,10.805,700.0,889.0,0.114,12.0,0.002,0.0199,128.0,1270,58.333,54.025
24B1VL0000,GI,ZTU110,P&T,21.03,20.895,1181.125,1476.41,0.118,18.0,0.002,0.0132,80.0,1250,65.618,69.65
24B1VN1000,GI,ZPL110,Panel,11.672,11.77,1188.0,1496.88,0.173,14.0,0.001,0.0172,115.719,1260,84.857,50.443
24B1VN2000,GI,ZPL110,Panel,10.878,10.97,1109.2,1397.59,0.17,14.0,0.001,0.018,121.69,1260,79.229,47.014
24B1VP1000,GI,ZPL110,Panel,11.76,11.875,1221.7,1551.56,0.199,11.0,0.001,0.019,128.379,1270,111.064,64.773
24B1VP2000,GI,ZPL110,Panel,10.8,10.905,1123.6,1426.97,0.184,10.0,0.001,0.0191,129.114,1270,112.36,65.43
24B1VQ1000,GI,ZPL110,Panel,11.771,11.87,1223.1,1553.34,0.198,11.0,0.001,0.0188,127.357,1270,111.191,64.745
24B1VQ2000,GI,ZPL110,Panel,10.819,10.91,1125.4,1429.26,0.176,10.0,0.001,0.0183,123.345,1270,112.54,65.46
24B1VR1000,GI,ZPK001,Other,7.78,7.755,1580.637,1975.8,0.174,21.0,0.001,0.0133,88.0,1250,75.268,22.157
24B1VRZ100,GI,ZPK001,Other,6.606,5.93,1206.732,1508.42,0.133,12.0,0.001,0.0133,88.0,1250,100.561,29.65
24B1VRZ200,GI,ZPK001,Other,8.204,7.365,1498.748,1873.44,0.165,17.0,0.001,0.0133,88.0,1250,88.162,25.994
24B1VS1000,GI,ZPL110,Panel,11.761,11.865,1225.7,1556.64,0.198,11.0,0.001,0.0188,127.104,1270,111.427,64.718
24B1VS2000,GI,ZPL110,Panel,10.919,11.015,1138.3,1445.64,0.185,10.0,0.001,0.0189,127.8,1270,113.83,66.09
24B1VU1000,GI,ZPL110,Panel,11.713,11.69,775.6,985.01,0.117,12.0,0.002,0.0186,118.814,1270,64.633,58.45
24B1VU2000,GI,ZPL110,Panel,10.787,10.765,714.6,907.54,0.112,11.0,0.002,0.0193,123.828,1270,64.964,58.718
24B1VY1000,GI,ZAP130,Appliance,11.759,11.84,1188.1,1508.89,0.184,13.0,0.001,0.0181,121.747,1270,91.392,54.646
24B1VY2000,GI,ZAP130,Appliance,10.791,10.865,1087.3,1380.87,0.167,13.0,0.001,0.0179,120.698,1270,83.638,50.146
24B1VZ0000,GI,ZTU110,P&T,22.43,22.41,1655.2,2069.0,0.169,25.0,0.001,0.0124,81.641,1250,66.208,53.784
24B1WB1000,GI,ZPL110,Panel,11.685,11.84,1400.0,1778.0,0.217,15.0,0.001,0.0181,122.0,1270,93.333,47.36
24B1WB2000,GI,ZPL110,Panel,10.955,11.1,1389.557,1764.74,0.215,20.0,0.001,0.0181,122.0,1270,69.478,33.3
24B1WR1000,GI,ZPL110,Panel,10.947,10.395,1037.8,1318.01,0.165,10.0,0.001,0.0185,125.266,1270,103.78,62.37
24B1WR2000,GI,ZPL110,Panel,11.663,11.075,1108.3,1407.54,0.174,11.0,0.001,0.0184,123.926,1270,100.755,60.409
24B1WV0000,GI,ZTU110,P&T,22.17,22.145,1636.4,2045.5,0.171,25.0,0.001,0.0127,83.375,1250,65.456,53.148
24B1WW1000,GI,ZPL110,Panel,11.67,11.8,1206.0,1531.62,0.185,12.0,0.001,0.0179,120.693,1270,100.5,59.0
24B1WW2000,GI,ZPL110,Panel,10.83,10.95,1120.2,1422.65,0.171,11.0,0.001,0.0179,120.346,1270,101.836,59.727
24B1WX1000,GI,ZPL110,Panel,11.684,11.77,1150.0,1460.5,0.187,18.0,0.001,0.0189,128.0,1270,63.889,39.233
24B1WX2000,GI,ZPL110,Panel,10.736,10.815,1050.0,1333.5,0.171,19.0,0.001,0.0189,128.0,1270,55.263,34.153
24B1WZ1000,GI,ZPL110,Panel,11.853,11.785,971.8,1234.19,0.161,11.0,0.001,0.0192,130.3,1270,88.345,64.282
24B1WZ2000,GI,ZPL110,Panel,10.697,10.635,878.7,1115.95,0.139,11.0,0.001,0.0185,124.779,1270,79.882,58.009
24B1XB1000,GI,ZPL130,Panel,9.845,9.895,921.6,1050.62,0.128,11.0,0.001,0.0181,122.288,1140,83.782,53.973
24B1XB2000,GI,ZPL130,Panel,9.905,9.955,928.2,1058.15,0.129,10.0,0.001,0.0181,122.007,1140,92.82,59.73
24B1XF1000,GI,ZPL110,Panel,11.257,11.74,1454.4,1847.09,0.524,13.0,0.001,0.0407,283.678,1270,111.877,54.185
24B1XF2000,GI,ZPL110,Panel,11.443,11.935,1482.6,1882.9,0.537,16.0,0.001,0.0409,285.037,1270,92.662,44.756
24B1XG0000,GL,AFH955,Other,22.09,22.395,2446.0,3057.5,0.474,23.0,0.001,0.0423,154.957,1250,106.348,58.422
24B1XH1000,GI,ZPL110,Panel,11.656,11.775,1168.9,1484.5,0.182,12.0,0.001,0.0182,122.847,1270,97.408,58.875
24B1XH2000,GI,ZPL110,Panel,10.858,10.9,1097.6,1393.95,0.168,12.0,0.001,0.0179,120.45,1270,91.467,54.5
24B1XK1000,GL,AFH955,Other,10.216,10.31,1001.6,1141.82,0.17,8.0,0.001,0.0408,149.242,1140,125.2,77.325
24B1XK2000,GL,AFH955,Other,9.314,9.4,912.7,1040.48,0.157,8.0,0.001,0.0412,150.572,1140,114.088,70.5
24B1XN1000,GL,AFH955,Other,10.231,10.315,958.853,1093.09,0.173,10.0,0.001,0.0431,158.0,1140,95.885,61.89
24B1XN2000,GL,AFH955,Other,9.289,9.365,870.544,992.42,0.157,10.0,0.001,0.0431,158.0,1140,87.054,56.19
24B1XP1000,GL,AFH955,Other,10.24,10.24,571.129,651.09,0.125,8.0,0.002,0.0532,192.0,1140,71.391,76.8
24B1XP2000,GL,AFH955,Other,9.2,9.2,513.124,584.96,0.112,8.0,0.002,0.0532,192.0,1140,64.14,69.0
24B1YC1000,GL,AFH955,Other,8.87,8.875,494.997,564.3,0.108,8.0,0.002,0.0532,192.0,1140,61.875,66.562
24B1YC2000,GL,AFH955,Other,10.47,10.475,584.236,666.03,0.128,8.0,0.002,0.0532,192.0,1140,73.03,78.562
24B1YD1000,GI,ZPL110,Panel,11.611,11.79,1390.0,1765.3,0.226,14.0,0.001,0.0189,128.0,1270,99.286,50.529
24B1YD2000,GI,ZPL110,Panel,11.089,11.26,1400.0,1778.0,0.228,14.0,0.001,0.0189,128.0,1270,100.0,48.257
24B1YM1000,GL,AFH955,Other,11.269,11.455,1510.8,1843.18,0.291,14.0,0.001,0.0431,157.931,1220,107.914,49.093
24B1YM2000,GL,AFH955,Other,10.571,10.745,1417.6,1729.47,0.27,13.0,0.001,0.0426,156.001,1220,109.046,49.592
24B1YN1000,GI,ZAP130,Appliance,11.666,11.85,1450.0,1812.5,0.232,17.0,0.001,0.0189,128.0,1250,85.294,41.824
24B1YN2000,GI,ZAP130,Appliance,10.164,10.325,1313.186,1641.48,0.21,17.0,0.001,0.0189,128.0,1250,77.246,36.441
24B1YP0000,GI,ZTU110,P&T,19.65,19.615,1367.516,1558.97,0.125,19.0,0.002,0.0132,80.0,1140,71.975,61.942
24B1YS1000,GL,AFH955,Other,11.434,11.565,1339.56,1634.26,0.258,11.0,0.001,0.0431,158.0,1220,121.778,63.082
24B1YS2000,GL,AFH955,Other,10.346,10.465,1212.149,1478.82,0.234,16.0,0.001,0.0431,158.0,1220,75.759,39.244
24B1YT1000,GL,AFH955,Other,11.7,11.74,764.905,933.18,0.147,8.0,0.002,0.0441,158.0,1220,95.613,88.05
24B1YT2000,GL,AFH955,Other,10.15,10.185,663.591,809.58,0.128,8.0,0.002,0.0441,158.0,1220,82.949,76.388
24B1YY1000,GI,ZAP130,Appliance,11.778,11.86,1212.3,1515.38,0.183,14.0,0.001,0.0179,120.701,1250,86.593,50.829
24B1YY2000,GI,ZAP130,Appliance,10.452,10.525,1079.2,1349.0,0.163,12.0,0.001,0.018,121.178,1250,89.933,52.625
24B1ZA0000,GI,ZTU110,P&T,21.73,21.7,1596.1,1995.12,0.179,22.0,0.001,0.0136,89.899,1250,72.55,59.182
24B1ZB1000,GI,ZGN110,Retail,10.69,10.82,1412.238,1722.93,0.152,24.0,0.001,0.0133,88.0,1220,58.843,27.05
24B1ZBZ000,GI,ZGN110,Retail,11.0,9.06,1180.585,1440.31,0.115,20.0,0.001,0.0122,80.0,1220,59.029,27.18
